	id	imitation_filename	reference_filename	wrong_pair	listener_id	is_imitation	is_right_imitation	rating
2923	2923	110Music_Musical instrument_Percussion_Gong-6502516598505472.wav	110Music_Musical instrument_Percussion_Gong_reference.wav	False	3	True	True	55.0
2924	2924	110Music_Musical instrument_Percussion_Gong-6606098861654016.wav	110Music_Musical instrument_Percussion_Gong_reference.wav	False	13	True	True	37.0
2925	2925	110Music_Musical instrument_Percussion_Gong-6647619518464000.wav	110Music_Musical instrument_Percussion_Gong_reference.wav	False	4	True	True	18.0
2926	2926	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4643596233867264.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	0	True	True	50.0
2927	2927	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4789526874554368.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	10	True	True	29.0
2928	2928	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4790990921531392.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	42.0
2929	2929	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4822743614750720.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	3	True	True	3.0
2930	2930	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4862546150424576.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	5	True	True	36.0
2931	2931	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4862546150424576.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	5	True	True	36.0
2932	2932	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-4918105042059264.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	4	True	True	42.0
2933	2933	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5141521993039872.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	0	True	True	53.0
2934	2934	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5189657302138880.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	0	True	True	67.0
2935	2935	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5189657302138880.wav	042Human sounds_Hands_Finger snapping_reference.wav	True	0	True	False	
2936	2936	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5189657302138880.wav	042Human sounds_Hands_Finger snapping_reference.wav	True	0	True	False	
2937	2937	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5191002700644352.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	65.0
2938	2938	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5315452062400512.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	14	True	True	89.0
2939	2939	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5377914308657152.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	25.0
2940	2940	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5407006269636608.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	12	True	True	90.0
2941	2941	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5678807906254848.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	6	True	True	22.0
2942	2942	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5678807906254848.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	6	True	True	26.0
2943	2943	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5686536431468544.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	45.0
2944	2944	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5687539843203072.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	False	False	
2945	2945	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5691306529521664.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	1	True	True	73.0
2946	2946	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5691306529521664.wav	128Music_Musical instrument_Plucked string instrument_Zither_reference.wav	True	1	True	False	
2947	2947	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5691306529521664.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	1	True	True	77.0
2948	2948	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5725332334182400.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	45.0
2949	2949	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5941635208708096.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	2	True	True	40.0
2950	2950	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-5974816246988800.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	11	True	True	48.0
2951	2951	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-6241335073832960.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	11	True	True	42.0
2952	2952	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-6460870448119808.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	4	True	True	24.0
2953	2953	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel-6460870448119808.wav	111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel_reference.wav	False	4	True	True	20.0
2954	2954	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4523676451995648.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	10	True	True	59.0
2955	2955	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4523676451995648.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	10	True	True	59.0
2956	2956	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4798354106089472.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	10	True	True	41.0
2957	2957	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4798354106089472.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	10	True	True	42.0
2958	2958	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4888013159006208.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	5	True	True	18.0
2959	2959	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-4888013159006208.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	5	True	True	18.0
2960	2960	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5173957317623808.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	3	True	True	40.0
2961	2961	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5173957317623808.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	3	True	True	49.0
2962	2962	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5193646789885952.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	2	True	True	20.0
2963	2963	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5199580018769920.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	12	False	False	
2964	2964	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5204331057905664.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	9	False	False	
2965	2965	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5204331057905664.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	9	False	False	
2966	2966	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5650082896543744.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	2	True	True	56.0
2967	2967	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5693646749827072.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	0	True	True	58.0
2968	2968	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5693646749827072.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	0	True	True	34.0
2969	2969	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5693646749827072.wav	055Human sounds_Human voice_Laughter_Baby laughter_reference.wav	True	0	True	False	
2970	2970	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5743868070854656.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	9	True	True	13.0
2971	2971	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5762702576189440.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	6	True	True	3.0
2972	2972	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5762702576189440.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	6	True	True	3.0
2973	2973	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5762702576189440.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	6	True	True	3.0
2974	2974	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5771979705548800.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	3	True	True	25.0
2975	2975	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5895901860069376.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	True	10	True	False	
2976	2976	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5895901860069376.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	10	True	True	43.0
2977	2977	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5991063839834112.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	4	True	True	75.0
2978	2978	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-5991063839834112.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	4	True	True	80.0
2979	2979	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6076885339471872.wav	180Sounds of things_Domestic sounds_ home sounds_Drawer open or close_reference.wav	True	11	True	False	
2980	2980	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6076885339471872.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	11	True	True	68.0
2981	2981	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6077510794084352.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	12	True	True	77.0
2982	2982	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6159749754126336.wav	283Source-ambiguous sounds_Deformable shell_Crushing_reference.wav	True	11	True	True	8.0
2983	2983	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6159749754126336.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	11	True	True	35.0
2984	2984	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6246689555873792.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	2	True	True	44.0
2985	2985	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6254676047560704.wav	110Music_Musical instrument_Percussion_Gong_reference.wav	True	3	True	False	
2986	2986	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6254676047560704.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	3	True	True	32.0
2987	2987	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6677930042195968.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	6	True	True	43.0
2988	2988	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone-6677930042195968.wav	112Music_Musical instrument_Percussion_Mallet percussion_Marimba_ xylophone_reference.wav	False	6	True	True	42.0
2989	2989	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5127141637226496.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	8	True	True	21.0
2990	2990	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5138546386010112.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	9	True	True	33.0
2991	2991	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5163733953282048.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	2	True	True	71.0
2992	2992	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5163733953282048.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	2	True	True	69.0
2993	2993	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5171666221006848.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	11	True	True	37.0
2994	2994	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5184660644560896.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	0	True	True	81.0
2995	2995	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5194842132971520.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	4	True	True	97.0
2996	2996	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5314542066204672.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	2	True	True	95.0
2997	2997	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5314542066204672.wav	090Music_Musical instrument_Didgeridoo_reference.wav	True	2	True	False	
2998	2998	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5380412637446144.wav	011Animal_Livestock_ farm animals_ working animals_Fowl_Duck_Quack_reference.wav	True	9	True	False	
2999	2999	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5380412637446144.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	9	True	True	28.0
3000	3000	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5599610051493888.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	7	True	True	63.0
3001	3001	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5655608640405504.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	6	True	True	42.0
3002	3002	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5655608640405504.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	6	True	True	46.0
3003	3003	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5681034041491456.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	11	True	True	56.0
3004	3004	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5738886445662208.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	3	True	True	34.0
3005	3005	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5778940505358336.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	5	True	True	8.0
3006	3006	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5778940505358336.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	5	True	True	10.0
3007	3007	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5884417654390784.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	0	True	True	74.0
3008	3008	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-5884417654390784.wav	251Sounds of things_Vehicle_Boat_ Water vehicle_Motorboat_ speedboat_reference.wav	True	0	True	False	
3009	3009	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6045619722387456.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	5	True	True	59.0
3010	3010	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6045619722387456.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	5	True	True	53.0
3011	3011	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6208125044523008.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	3	True	True	6.0
3012	3012	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6235541699821568.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	9	True	True	42.0
3013	3013	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6305456519643136.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	10	True	True	28.0
3014	3014	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6308660296810496.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	0	True	True	53.0
3015	3015	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6530427980349440.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	8	True	True	9.0
3016	3016	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone-6530427980349440.wav	113Music_Musical instrument_Percussion_Mallet percussion_Vibraphone_reference.wav	False	8	True	True	32.0
3017	3017	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-4585544382152704.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	8	True	True	27.0
3018	3018	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-4585544382152704.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	8	True	True	56.0
3019	3019	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-4853301233319936.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	1	True	False	
3020	3020	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-4853700933713920.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	9	True	True	91.0
3021	3021	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5102420610777088.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	9	True	True	54.0
3022	3022	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5239856879894528.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	14	True	True	90.0
3023	3023	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5429283996565504.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	2	True	False	
3024	3024	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5440677471059968.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	14	True	True	89.0
3025	3025	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5700609697120256.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	5	True	True	58.0
3026	3026	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5700609697120256.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	5	True	True	46.0
3027	3027	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5703417800425472.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	0	True	True	37.0
3028	3028	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5711312218750976.wav	146Natural sounds_Wind_Howl (wind)_reference.wav	True	14	True	False	
3029	3029	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5711312218750976.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	14	True	True	76.0
3030	3030	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5723411678494720.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	2	True	True	55.0
3031	3031	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5727270706610176.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	11	True	True	57.0
3032	3032	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5727270706610176.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	11	True	True	66.0
3033	3033	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5795410362761216.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	12	True	True	69.0
3034	3034	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5835376644063232.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	4	True	True	83.0
3035	3035	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5960603394899968.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	0	False	False	
3036	3036	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5980472987353088.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	12	True	True	89.0
3037	3037	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-5980472987353088.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	12	True	True	89.0
3038	3038	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6005140595146752.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	14	True	True	96.0
3039	3039	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6010802972655616.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	2	True	True	30.0
3040	3040	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6243983994912768.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	5	True	True	34.0
3041	3041	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6243983994912768.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	5	True	True	34.0
3042	3042	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6316214070542336.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	8	True	True	18.0
3043	3043	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6392168688123904.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	6	True	True	21.0
3044	3044	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6392168688123904.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	6	True	True	22.0
3045	3045	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca-6745455518023680.wav	114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca_reference.wav	False	2	True	True	64.0
3046	3046	115Music_Musical instrument_Percussion_Tambourine-4652326828638208.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	14	True	True	90.0
3047	3047	115Music_Musical instrument_Percussion_Tambourine-4712563744964608.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	83.0
3048	3048	115Music_Musical instrument_Percussion_Tambourine-4743109552373760.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	8	True	True	64.0
3049	3049	115Music_Musical instrument_Percussion_Tambourine-4859668790771712.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	6	True	True	21.0
3050	3050	115Music_Musical instrument_Percussion_Tambourine-5106848185188352.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	2	True	True	70.0
3051	3051	115Music_Musical instrument_Percussion_Tambourine-5132636779446272.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	4	True	True	76.0
3052	3052	115Music_Musical instrument_Percussion_Tambourine-5132636779446272.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	4	True	True	85.0
3053	3053	115Music_Musical instrument_Percussion_Tambourine-5134174109302784.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	7	True	True	60.0
3054	3054	115Music_Musical instrument_Percussion_Tambourine-5169874951208960.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	10.0
3055	3055	115Music_Musical instrument_Percussion_Tambourine-5169874951208960.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	15.0
3056	3056	115Music_Musical instrument_Percussion_Tambourine-5192084227096576.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	7	True	True	2.0
3057	3057	115Music_Musical instrument_Percussion_Tambourine-5599429394432000.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	9	True	True	55.0
3058	3058	115Music_Musical instrument_Percussion_Tambourine-5599429394432000.wav	074Music_Musical instrument_Bagpipes_reference.wav	True	9	True	False	
3059	3059	115Music_Musical instrument_Percussion_Tambourine-5663741160980480.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	57.0
3060	3060	115Music_Musical instrument_Percussion_Tambourine-5915426781396992.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	2	True	True	86.0
3061	3061	115Music_Musical instrument_Percussion_Tambourine-6005140595146752.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	9	True	True	31.0
3062	3062	115Music_Musical instrument_Percussion_Tambourine-6005140595146752.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	9	True	True	30.0
3063	3063	115Music_Musical instrument_Percussion_Tambourine-6029935441346560.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	12	True	True	100.0
3064	3064	115Music_Musical instrument_Percussion_Tambourine-6061129251946496.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	38.0
3065	3065	115Music_Musical instrument_Percussion_Tambourine-6061129251946496.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	3	True	True	30.0
3066	3066	115Music_Musical instrument_Percussion_Tambourine-6241501235380224.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	8	True	True	19.0
3067	3067	115Music_Musical instrument_Percussion_Tambourine-6269968547053568.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	0	True	True	48.0
3068	3068	115Music_Musical instrument_Percussion_Tambourine-6282187997446144.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	0	True	True	72.0
3069	3069	115Music_Musical instrument_Percussion_Tambourine-6369371001716736.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	2	True	True	80.0
3070	3070	115Music_Musical instrument_Percussion_Tambourine-6592716280430592.wav	115Music_Musical instrument_Percussion_Tambourine_reference.wav	False	11	True	False	
3071	3071	116Music_Musical instrument_Percussion_Tubular bells-5054587023130624.wav	116Music_Musical instrument_Percussion_Tubular bells_reference.wav	False	8	True	True	20.0
