	imitation_id	imitation_filename	category_id	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	reference_filename	included	draft	training	participant_id	satisfaction	participants_sound_recording_description	participants_sound_recording_description_confidence
7344	7344	201Sounds of things_Engine_Idling-6258109873913856.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	False	False	False	5648090000000000.0	Completely satisfied	Car idling	Confident
7345	7345	201Sounds of things_Engine_Idling-6274718244012032.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	True	False	False	5725850000000000.0	Mostly satisfied	engine motor sound	Confident
7346	7346	201Sounds of things_Engine_Idling-6313034989436928.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	False	True	False	5146120000000000.0			
7347	7347	201Sounds of things_Engine_Idling-6322130387992576.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	False	True	False	6521070000000000.0			
7348	7348	201Sounds of things_Engine_Idling-6349631332024320.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	True	False	False	5526170000000000.0	Neither satisfied or dissatisfied	car running	Neutral
7349	7349	201Sounds of things_Engine_Idling-6366017169129472.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	True	False	False	4883480000000000.0	Somewhat satisfied	motor running	Very confident
7350	7350	201Sounds of things_Engine_Idling-6532330650861568.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	False	True	False	6020600000000000.0			
7351	7351	201Sounds of things_Engine_Idling-6579326451449856.wav	201	Sounds of things	Engine	Idling				201Sounds of things_Engine_Idling_reference.wav	False	True	False	6521070000000000.0			
7352	7352	202Sounds of things_Engine_Jet engine-4521564401827840.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4755000000000000.0			
7353	7353	202Sounds of things_Engine_Jet engine-4530579538182144.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5526170000000000.0	Somewhat dissatisfied	Aeroplane on runway	Confident
7354	7354	202Sounds of things_Engine_Jet engine-4606798564687872.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5733940000000000.0	Somewhat satisfied	airport sound	Confident
7355	7355	202Sounds of things_Engine_Jet engine-4672740808196096.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6068830000000000.0			
7356	7356	202Sounds of things_Engine_Jet engine-4740560489283584.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	False	True	4725840000000000.0	Somewhat dissatisfied	plane taking off	Confident
7357	7357	202Sounds of things_Engine_Jet engine-4796261920145408.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	4883480000000000.0	Mostly satisfied	Jet Engine	Very confident
7358	7358	202Sounds of things_Engine_Jet engine-4869565469163520.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7359	7359	202Sounds of things_Engine_Jet engine-4877222053675008.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7360	7360	202Sounds of things_Engine_Jet engine-4882183009337344.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7361	7361	202Sounds of things_Engine_Jet engine-4883525186617344.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6020600000000000.0			
7362	7362	202Sounds of things_Engine_Jet engine-4888399974498304.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	6020600000000000.0	Somewhat dissatisfied	a helicopter taking off	Neutral
7363	7363	202Sounds of things_Engine_Jet engine-4900015445114880.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6068830000000000.0			
7364	7364	202Sounds of things_Engine_Jet engine-5072999279493120.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7365	7365	202Sounds of things_Engine_Jet engine-5131000665341952.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7366	7366	202Sounds of things_Engine_Jet engine-5138917632245760.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5674250000000000.0			
7367	7367	202Sounds of things_Engine_Jet engine-5156542835851264.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4656660000000000.0			
7368	7368	202Sounds of things_Engine_Jet engine-5175990447767552.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	4656660000000000.0	Mostly satisfied	Water	Confident
7369	7369	202Sounds of things_Engine_Jet engine-5187840530972672.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5674250000000000.0	Somewhat satisfied	Exaggerated white noise	Confident
7370	7370	202Sounds of things_Engine_Jet engine-5191613659742208.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7371	7371	202Sounds of things_Engine_Jet engine-5205208573411328.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5417520000000000.0	Somewhat satisfied	Flight takeoff	Confident
7372	7372	202Sounds of things_Engine_Jet engine-5242842150600704.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5725850000000000.0	Mostly satisfied	flight take off	Confident
7373	7373	202Sounds of things_Engine_Jet engine-5244956079816704.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6068830000000000.0			
7374	7374	202Sounds of things_Engine_Jet engine-5365145370886144.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7375	7375	202Sounds of things_Engine_Jet engine-5384150332735488.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7376	7376	202Sounds of things_Engine_Jet engine-5420621315964928.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7377	7377	202Sounds of things_Engine_Jet engine-5470357037252608.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7378	7378	202Sounds of things_Engine_Jet engine-5529060650254336.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6068830000000000.0			
7379	7379	202Sounds of things_Engine_Jet engine-5632296363229184.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4656660000000000.0			
7380	7380	202Sounds of things_Engine_Jet engine-5644101080842240.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7381	7381	202Sounds of things_Engine_Jet engine-5658091668373504.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	4599770000000000.0	Neither satisfied or dissatisfied	static	Neutral
7382	7382	202Sounds of things_Engine_Jet engine-5674459251867648.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5048140000000000.0			
7383	7383	202Sounds of things_Engine_Jet engine-5690091590647808.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7384	7384	202Sounds of things_Engine_Jet engine-5696605713858560.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5702670000000000.0	Mostly satisfied	static	Confident
7385	7385	202Sounds of things_Engine_Jet engine-5697070107197440.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	6286100000000000.0	Mostly satisfied	Jet Engine	Confident
7386	7386	202Sounds of things_Engine_Jet engine-5710758973276160.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7387	7387	202Sounds of things_Engine_Jet engine-5717648100818944.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7388	7388	202Sounds of things_Engine_Jet engine-5730192894984192.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5178080000000000.0	Somewhat dissatisfied	airplane	Confident
7389	7389	202Sounds of things_Engine_Jet engine-5741642204053504.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5979460000000000.0	Mostly satisfied	Jet engine firing up	Not so confident
7390	7390	202Sounds of things_Engine_Jet engine-5746664899870720.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7391	7391	202Sounds of things_Engine_Jet engine-5756749483081728.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7392	7392	202Sounds of things_Engine_Jet engine-5769457217568768.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5119110000000000.0	Mostly satisfied	flight take off	Confident
7393	7393	202Sounds of things_Engine_Jet engine-5805792104022016.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7394	7394	202Sounds of things_Engine_Jet engine-5848142360608768.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	False	True	6286230000000000.0	Somewhat dissatisfied	airplane take off	Very confident
7395	7395	202Sounds of things_Engine_Jet engine-5857726580129792.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5040750000000000.0	Somewhat satisfied	a rocket	Not so confident
7396	7396	202Sounds of things_Engine_Jet engine-5867345427824640.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5119110000000000.0			
7397	7397	202Sounds of things_Engine_Jet engine-5917643521392640.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	True	6286230000000000.0			
7398	7398	202Sounds of things_Engine_Jet engine-5943544321671168.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7399	7399	202Sounds of things_Engine_Jet engine-5947100286156800.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7400	7400	202Sounds of things_Engine_Jet engine-5965362487099392.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5119110000000000.0			
7401	7401	202Sounds of things_Engine_Jet engine-5983571269386240.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7402	7402	202Sounds of things_Engine_Jet engine-5995465376006144.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7403	7403	202Sounds of things_Engine_Jet engine-6001045343830016.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7404	7404	202Sounds of things_Engine_Jet engine-6008082916179968.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	5748920000000000.0			
7405	7405	202Sounds of things_Engine_Jet engine-6065349594185728.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	6068830000000000.0	Neither satisfied or dissatisfied	sound of an airplane engine	Confident
7406	7406	202Sounds of things_Engine_Jet engine-6218248282439680.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7407	7407	202Sounds of things_Engine_Jet engine-6250855674150912.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7408	7408	202Sounds of things_Engine_Jet engine-6252590304067584.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5734240000000000.0	Completely satisfied	I try to provide my best mouth sound for reference audio. Thank you very much.	Very confident
7409	7409	202Sounds of things_Engine_Jet engine-6494835586367488.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7410	7410	202Sounds of things_Engine_Jet engine-6502328156815360.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	6068830000000000.0			
7411	7411	202Sounds of things_Engine_Jet engine-6510108490072064.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7412	7412	202Sounds of things_Engine_Jet engine-6511336850718720.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4755000000000000.0			
7413	7413	202Sounds of things_Engine_Jet engine-6511593475014656.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7414	7414	202Sounds of things_Engine_Jet engine-6518829421166592.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	4755000000000000.0	Mostly satisfied	signal loss noisy sound	Confident
7415	7415	202Sounds of things_Engine_Jet engine-6546521222807552.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7416	7416	202Sounds of things_Engine_Jet engine-6572327533805568.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	True	False	4883480000000000.0			
7417	7417	202Sounds of things_Engine_Jet engine-6614048309248000.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5167240000000000.0	Completely satisfied	I just use my mouth not anything else.	Very confident
7418	7418	202Sounds of things_Engine_Jet engine-6671625030205440.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	True	False	False	5048140000000000.0	Neither satisfied or dissatisfied	no signal sound	Confident
7419	7419	202Sounds of things_Engine_Jet engine-6729602793734144.wav	202	Sounds of things	Engine	Jet engine				202Sounds of things_Engine_Jet engine_reference.wav	False	False	True	5648090000000000.0	Somewhat dissatisfied	Airplane	Neutral
7420	7420	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-4686302435868672.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5193650000000000.0	Mostly satisfied	A bike	Very confident
7421	7421	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-4785945945571328.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5648630000000000.0	Completely satisfied	Chainsaw operating.	Very confident
7422	7422	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-4888998317129728.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	True	4758860000000000.0			
7423	7423	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-4928770251161600.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	5764750000000000.0	Somewhat dissatisfied	a chain saw	Confident
7424	7424	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-4978217270116352.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	True	4866890000000000.0			
7425	7425	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5066985251536896.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	False	6228630000000000.0			
7426	7426	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5073697614331904.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5700240000000000.0	Completely satisfied	MOTOR SOUND	Confident
7427	7427	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5090091101847552.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5720450000000000.0	Mostly satisfied	sawmil sound	Confident
7428	7428	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5091150348156928.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5681210000000000.0	Mostly satisfied	lawnmower 	Confident
7429	7429	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5128928880492544.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	True	4758860000000000.0			
7430	7430	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5130753436286976.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	4847000000000000.0	Mostly satisfied	chainsaw	Very confident
7431	7431	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5151192782995456.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5394980000000000.0	Mostly satisfied	Bike Race	Neutral
7432	7432	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5174714574045184.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5154320000000000.0	Somewhat satisfied	Hair dryer	Neutral
7433	7433	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5202656289095680.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	5760740000000000.0	Mostly satisfied	weed eater	Confident
7434	7434	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5372678743523328.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5193090000000000.0	Somewhat satisfied	an outdoor weedeater	Neutral
7435	7435	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5448867436822528.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5194380000000000.0	Mostly satisfied	accelerate motor	Confident
7436	7436	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5508912690233344.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	4866890000000000.0	Somewhat satisfied	a mower	Confident
7437	7437	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5639274879778816.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5724160000000000.0	Mostly satisfied	chainsaw	Confident
7438	7438	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5689127638925312.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5182110000000000.0	Mostly satisfied	cutting with an axe	Confident
7439	7439	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5691420614590464.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	False	5154320000000000.0			
7440	7440	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5725637813731328.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	6278300000000000.0	Completely satisfied	Bike	Confident
7441	7441	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5925881537101824.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	6331450000000000.0	Mostly satisfied	chainsaw	Confident
7442	7442	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5933349143052288.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5424560000000000.0	Somewhat satisfied	leaf blower	Confident
7443	7443	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5939566645084160.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	6389690000000000.0	Completely satisfied	chain saw running	Very confident
7444	7444	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-5966436497358848.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	False	5193090000000000.0			
7445	7445	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6006156354912256.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	False	5193090000000000.0			
7446	7446	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6035100944826368.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	True	False	5716000000000000.0			
7447	7447	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6182505564602368.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	6354100000000000.0	Somewhat satisfied	petrol engine sound	Confident
7448	7448	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6203420981592064.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	6600460000000000.0	Somewhat satisfied	bike racing 	Neutral
7449	7449	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6237926480412672.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	6228630000000000.0	Somewhat satisfied	wood cutter.	Confident
7450	7450	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6240300792020992.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5100330000000000.0	Somewhat satisfied	raising the bike sound	Very confident
7451	7451	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6242670003355648.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5630370000000000.0	Completely satisfied	Chainsaw sound	Very confident
7452	7452	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6254828787335168.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	False	False	True	4758860000000000.0	Somewhat dissatisfied	Buzzsaw	Confident
7453	7453	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6354505180381184.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5716000000000000.0	Somewhat satisfied	a drill	Not so confident
7454	7454	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw-6456737884274688.wav	203	Sounds of things	Engine	Light engine (high frequency)	Chainsaw			203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	False	False	5869340000000000.0	Mostly satisfied	chain saw	Confident
7455	7455	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-4655725355728896.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	True	False	False	6122450000000000.0	Completely satisfied	dentist drill	Very confident
7456	7456	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-4775130681049088.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	True	False	False	5926650000000000.0	Somewhat satisfied	swinging machine 	Neutral
7457	7457	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-5074327900782592.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	False	True	False	5110810000000000.0			
7458	7458	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-5079829082800128.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	False	False	True	6006680000000000.0	Mostly satisfied	drill going	Very confident
7459	7459	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-5089436656205824.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	True	False	False	4866890000000000.0	Mostly satisfied	a dentist's machine	Very confident
7460	7460	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-5140324770906112.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	True	False	False	5193090000000000.0	Somewhat satisfied	dental drill	Confident
7461	7461	204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill-5177473553661952.wav	204	Sounds of things	Engine	Light engine (high frequency)	Dental drill, dentist's drill			204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav	True	False	False	5081620000000000.0	Somewhat satisfied	A dentist's drill	Confident
